,Unnamed: 0,userId,movieId,rating
287,287,8999,20208,3
288,288,8991,20208,4
289,289,8990,20208,4
290,290,8976,20208,4
291,291,8974,20208,2
292,292,8971,20208,3
293,293,8970,20208,4
294,294,8967,20208,4
295,295,8961,20208,5
296,296,8960,20208,3
297,297,8954,20208,2
298,298,8953,20208,5
299,299,8952,20208,5
300,300,8950,20208,3
301,301,8949,20208,2
302,302,8941,20208,5
303,303,8939,20208,2
304,304,8936,20208,4
305,305,8935,20208,5
306,306,8934,20208,3
307,307,8932,20208,5
308,308,8931,20208,4
309,309,8928,20208,4
310,310,8927,20208,4
311,311,8925,20208,4
312,312,8917,20208,4
313,313,8914,20208,5
314,314,8908,20208,5
315,315,8907,20208,4
316,316,8906,20208,5
317,317,8904,20208,4
318,318,8903,20208,4
319,319,8901,20208,4
320,320,8897,20208,4
321,321,8889,20208,4
322,322,8888,20208,4
323,323,8887,20208,4
324,324,8884,20208,3
325,325,8882,20208,3
326,326,8879,20208,3
327,327,8870,20208,3
328,328,8869,20208,3
329,329,8865,20208,5
330,330,8858,20208,4
331,331,8857,20208,3
332,332,8856,20208,3
333,333,8854,20208,3
334,334,8851,20208,4
335,335,8850,20208,4
336,336,8847,20208,3
337,337,8846,20208,3
338,338,8845,20208,4
339,339,8843,20208,3
340,340,8842,20208,3
341,341,8841,20208,3
342,342,8838,20208,5
343,343,8835,20208,4
344,344,8831,20208,5
345,345,8824,20208,4
346,346,8823,20208,4
347,347,8822,20208,3
348,348,8821,20208,4
349,349,8817,20208,2
350,350,8815,20208,5
351,351,8814,20208,3
352,352,8807,20208,5
353,353,8798,20208,4
354,354,8794,20208,4
355,355,8789,20208,2
356,356,8788,20208,3
357,357,8785,20208,3
358,358,8766,20208,5
359,359,8765,20208,5
360,360,8760,20208,4
361,361,8759,20208,3
362,362,8758,20208,4
363,363,8756,20208,5
364,364,8754,20208,4
365,365,8753,20208,4
366,366,8751,20208,5
367,367,8745,20208,5
368,368,8744,20208,3
369,369,8743,20208,5
370,370,8740,20208,4
371,371,8738,20208,3
372,372,8736,20208,3
373,373,8735,20208,4
