,Unnamed: 0,userId,movieId,rating
1561,1561,3993,20208,3
1562,1562,3992,20208,4
1563,1563,3990,20208,5
1564,1564,3989,20208,2
1565,1565,3985,20208,4
1566,1566,3983,20208,2
1567,1567,3978,20208,5
1568,1568,3976,20208,4
1569,1569,3975,20208,5
1570,1570,3972,20208,4
1571,1571,3969,20208,4
1572,1572,3966,20208,5
1573,1573,3964,20208,5
1574,1574,3963,20208,5
1575,1575,3960,20208,5
1576,1576,3959,20208,3
1577,1577,3958,20208,3
1578,1578,3948,20208,4
1579,1579,3943,20208,2
1580,1580,3937,20208,2
1581,1581,3930,20208,4
1582,1582,3927,20208,0
1583,1583,3913,20208,4
1584,1584,3907,20208,4
1585,1585,3904,20208,4
1586,1586,3902,20208,4
1587,1587,3897,20208,2
1588,1588,3894,20208,3
1589,1589,3890,20208,3
1590,1590,3884,20208,4
1591,1591,3883,20208,4
1592,1592,3881,20208,4
1593,1593,3879,20208,4
1594,1594,3872,20208,3
1595,1595,3868,20208,4
1596,1596,3866,20208,5
1597,1597,3864,20208,3
1598,1598,3862,20208,4
1599,1599,3861,20208,3
1600,1600,3852,20208,4
1601,1601,3850,20208,1
1602,1602,3849,20208,3
1603,1603,3841,20208,4
1604,1604,3837,20208,4
1605,1605,3835,20208,3
1606,1606,3834,20208,5
1607,1607,3832,20208,3
1608,1608,3830,20208,4
1609,1609,3829,20208,4
1610,1610,3827,20208,5
1611,1611,3823,20208,5
1612,1612,3822,20208,4
1613,1613,3820,20208,5
1614,1614,3817,20208,5
1615,1615,3813,20208,5
1616,1616,3805,20208,5
1617,1617,3804,20208,2
1618,1618,3801,20208,4
1619,1619,3800,20208,4
1620,1620,3779,20208,5
1621,1621,3774,20208,4
1622,1622,3765,20208,4
1623,1623,3763,20208,4
1624,1624,3761,20208,3
1625,1625,3757,20208,4
1626,1626,3749,20208,4
1627,1627,3742,20208,4
1628,1628,3737,20208,2
1629,1629,3732,20208,4
1630,1630,3719,20208,3
1631,1631,3718,20208,3
1632,1632,3717,20208,5
1633,1633,3713,20208,4
1634,1634,3711,20208,4
1635,1635,3708,20208,4
1636,1636,3707,20208,5
1637,1637,3706,20208,4
1638,1638,3703,20208,5
1639,1639,3701,20208,5
1640,1640,3694,20208,3
1641,1641,3692,20208,4
1642,1642,3687,20208,4
1643,1643,3684,20208,5
1644,1644,3680,20208,3
1645,1645,3678,20208,5
1646,1646,3674,20208,4
1647,1647,3671,20208,4
1648,1648,3667,20208,3
1649,1649,3661,20208,4
1650,1650,3656,20208,4
1651,1651,3655,20208,4
1652,1652,3640,20208,3
1653,1653,3638,20208,3
1654,1654,3636,20208,4
1655,1655,3632,20208,5
1656,1656,3630,20208,3
1657,1657,3628,20208,4
1658,1658,3625,20208,4
1659,1659,3624,20208,4
1660,1660,3611,20208,4
1661,1661,3605,20208,4
1662,1662,3592,20208,4
1663,1663,3588,20208,5
1664,1664,3586,20208,4
1665,1665,3576,20208,4
1666,1666,3573,20208,5
1667,1667,3570,20208,5
1668,1668,3553,20208,3
1669,1669,3546,20208,4
1670,1670,3541,20208,3
1671,1671,3533,20208,4
1672,1672,3527,20208,3
1673,1673,3526,20208,4
1674,1674,3524,20208,4
1675,1675,3520,20208,3
1676,1676,3512,20208,3
1677,1677,3509,20208,5
1678,1678,3501,20208,5
1679,1679,3492,20208,5
1680,1680,3489,20208,4
1681,1681,3488,20208,3
1682,1682,3482,20208,3
1683,1683,3479,20208,3
1684,1684,3478,20208,5
1685,1685,3476,20208,3
1686,1686,3460,20208,5
1687,1687,3456,20208,3
1688,1688,3453,20208,5
1689,1689,3449,20208,5
1690,1690,3445,20208,5
1691,1691,3437,20208,4
1692,1692,3432,20208,5
1693,1693,3428,20208,5
1694,1694,3425,20208,4
1695,1695,3418,20208,4
1696,1696,3416,20208,5
1697,1697,3410,20208,4
1698,1698,3409,20208,3
1699,1699,3406,20208,5
1700,1700,3404,20208,2
1701,1701,3400,20208,5
1702,1702,3399,20208,4
1703,1703,3398,20208,4
1704,1704,3391,20208,5
1705,1705,3388,20208,3
1706,1706,3383,20208,3
1707,1707,3380,20208,4
1708,1708,3379,20208,5
1709,1709,3378,20208,3
1710,1710,3375,20208,4
1711,1711,3370,20208,5
1712,1712,3367,20208,3
1713,1713,3366,20208,5
1714,1714,3360,20208,5
1715,1715,3351,20208,2
1716,1716,3350,20208,5
1717,1717,3347,20208,4
1718,1718,3346,20208,4
1719,1719,3342,20208,4
1720,1720,3341,20208,5
1721,1721,3338,20208,3
1722,1722,3337,20208,5
1723,1723,3335,20208,4
1724,1724,3334,20208,4
1725,1725,3329,20208,4
1726,1726,3325,20208,3
1727,1727,3324,20208,3
