,Unnamed: 0,userId,movieId,rating
2045,2045,1992,20208,4
2046,2046,1975,20208,5
2047,2047,1974,20208,3
2048,2048,1973,20208,3
2049,2049,1962,20208,4
2050,2050,1958,20208,2
2051,2051,1956,20208,4
2052,2052,1953,20208,4
2053,2053,1952,20208,2
2054,2054,1949,20208,3
2055,2055,1947,20208,4
2056,2056,1945,20208,3
2057,2057,1940,20208,5
2058,2058,1936,20208,4
2059,2059,1935,20208,4
2060,2060,1932,20208,3
2061,2061,1925,20208,5
2062,2062,1918,20208,4
2063,2063,1917,20208,4
2064,2064,1910,20208,3
2065,2065,1900,20208,4
2066,2066,1892,20208,3
2067,2067,1891,20208,2
2068,2068,1889,20208,5
2069,2069,1881,20208,4
2070,2070,1877,20208,3
2071,2071,1863,20208,4
2072,2072,1855,20208,3
2073,2073,1849,20208,5
2074,2074,1847,20208,4
2075,2075,1841,20208,5
2076,2076,1831,20208,4
2077,2077,1818,20208,3
2078,2078,1814,20208,3
2079,2079,1810,20208,4
2080,2080,1805,20208,4
2081,2081,1804,20208,4
2082,2082,1803,20208,2
2083,2083,1796,20208,5
2084,2084,1792,20208,5
2085,2085,1790,20208,3
2086,2086,1788,20208,4
2087,2087,1787,20208,1
2088,2088,1786,20208,4
2089,2089,1785,20208,4
2090,2090,1782,20208,4
2091,2091,1781,20208,4
2092,2092,1777,20208,2
2093,2093,1770,20208,5
2094,2094,1768,20208,4
2095,2095,1765,20208,4
2096,2096,1762,20208,5
2097,2097,1759,20208,5
2098,2098,1756,20208,5
2099,2099,1755,20208,4
2100,2100,1749,20208,5
2101,2101,1746,20208,4
2102,2102,1744,20208,4
2103,2103,1741,20208,4
2104,2104,1740,20208,3
2105,2105,1733,20208,4
2106,2106,1728,20208,5
2107,2107,1727,20208,3
2108,2108,1723,20208,4
2109,2109,1722,20208,2
2110,2110,1720,20208,4
2111,2111,1714,20208,4
2112,2112,1713,20208,2
2113,2113,1712,20208,4
2114,2114,1709,20208,3
2115,2115,1704,20208,3
2116,2116,1703,20208,5
2117,2117,1702,20208,5
2118,2118,1701,20208,3
2119,2119,1700,20208,3
2120,2120,1697,20208,4
2121,2121,1695,20208,5
2122,2122,1694,20208,4
2123,2123,1689,20208,4
2124,2124,1688,20208,3
2125,2125,1684,20208,1
2126,2126,1679,20208,4
2127,2127,1676,20208,3
2128,2128,1675,20208,1
2129,2129,1671,20208,4
2130,2130,1669,20208,4
2131,2131,1668,20208,5
2132,2132,1667,20208,3
2133,2133,1664,20208,3
2134,2134,1660,20208,4
2135,2135,1657,20208,4
2136,2136,1650,20208,4
2137,2137,1648,20208,4
2138,2138,1641,20208,5
2139,2139,1639,20208,3
2140,2140,1638,20208,4
2141,2141,1633,20208,5
2142,2142,1628,20208,5
2143,2143,1625,20208,5
2144,2144,1624,20208,4
2145,2145,1605,20208,4
2146,2146,1600,20208,4
2147,2147,1599,20208,3
2148,2148,1598,20208,5
2149,2149,1594,20208,5
2150,2150,1591,20208,4
2151,2151,1582,20208,4
2152,2152,1581,20208,5
2153,2153,1577,20208,4
2154,2154,1573,20208,5
2155,2155,1570,20208,5
2156,2156,1564,20208,5
2157,2157,1562,20208,4
2158,2158,1559,20208,3
2159,2159,1556,20208,5
2160,2160,1552,20208,4
2161,2161,1549,20208,5
2162,2162,1548,20208,4
2163,2163,1547,20208,1
2164,2164,1533,20208,5
2165,2165,1526,20208,4
2166,2166,1524,20208,0
2167,2167,1523,20208,4
2168,2168,1520,20208,4
2169,2169,1519,20208,3
2170,2170,1513,20208,4
2171,2171,1511,20208,4
2172,2172,1508,20208,5
2173,2173,1497,20208,3
2174,2174,1488,20208,3
2175,2175,1482,20208,4
2176,2176,1479,20208,3
2177,2177,1477,20208,4
2178,2178,1475,20208,5
2179,2179,1469,20208,4
2180,2180,1468,20208,4
2181,2181,1467,20208,3
2182,2182,1463,20208,4
2183,2183,1462,20208,4
2184,2184,1455,20208,1
2185,2185,1449,20208,4
2186,2186,1446,20208,4
2187,2187,1444,20208,5
2188,2188,1439,20208,3
2189,2189,1438,20208,4
2190,2190,1434,20208,4
2191,2191,1433,20208,5
2192,2192,1425,20208,2
2193,2193,1423,20208,3
2194,2194,1422,20208,5
2195,2195,1421,20208,4
2196,2196,1420,20208,3
2197,2197,1405,20208,3
2198,2198,1402,20208,4
2199,2199,1396,20208,4
2200,2200,1391,20208,5
2201,2201,1389,20208,1
2202,2202,1382,20208,4
2203,2203,1379,20208,4
2204,2204,1375,20208,3
2205,2205,1366,20208,5
2206,2206,1351,20208,5
2207,2207,1348,20208,5
2208,2208,1343,20208,4
2209,2209,1342,20208,4
2210,2210,1340,20208,5
2211,2211,1336,20208,3
2212,2212,1334,20208,4
2213,2213,1322,20208,3
2214,2214,1321,20208,5
2215,2215,1320,20208,3
2216,2216,1313,20208,3
2217,2217,1309,20208,2
2218,2218,1306,20208,5
2219,2219,1303,20208,4
2220,2220,1302,20208,2
2221,2221,1300,20208,4
2222,2222,1299,20208,5
2223,2223,1297,20208,4
2224,2224,1289,20208,4
2225,2225,1288,20208,2
2226,2226,1284,20208,5
2227,2227,1281,20208,4
2228,2228,1272,20208,0
2229,2229,1259,20208,3
2230,2230,1252,20208,5
2231,2231,1244,20208,4
2232,2232,1243,20208,5
2233,2233,1242,20208,5
2234,2234,1240,20208,5
2235,2235,1231,20208,3
2236,2236,1230,20208,4
2237,2237,1229,20208,4
2238,2238,1226,20208,4
2239,2239,1225,20208,1
2240,2240,1224,20208,5
2241,2241,1214,20208,5
2242,2242,1212,20208,4
2243,2243,1209,20208,4
2244,2244,1207,20208,3
2245,2245,1206,20208,5
2246,2246,1195,20208,4
2247,2247,1193,20208,4
2248,2248,1173,20208,5
2249,2249,1170,20208,5
2250,2250,1169,20208,2
2251,2251,1166,20208,3
2252,2252,1164,20208,5
2253,2253,1161,20208,3
2254,2254,1159,20208,5
2255,2255,1152,20208,2
2256,2256,1145,20208,3
2257,2257,1143,20208,4
2258,2258,1142,20208,4
2259,2259,1136,20208,5
2260,2260,1134,20208,4
2261,2261,1127,20208,3
2262,2262,1110,20208,5
2263,2263,1102,20208,5
2264,2264,1086,20208,2
2265,2265,1081,20208,4
2266,2266,1080,20208,3
2267,2267,1079,20208,4
2268,2268,1073,20208,3
2269,2269,1070,20208,1
2270,2270,1069,20208,3
2271,2271,1067,20208,3
2272,2272,1066,20208,5
2273,2273,1064,20208,5
2274,2274,1062,20208,3
2275,2275,1058,20208,5
2276,2276,1048,20208,3
