,Unnamed: 0,userId,movieId,rating
550,550,7987,20208,4
551,551,7985,20208,3
552,552,7980,20208,4
553,553,7979,20208,4
554,554,7976,20208,4
555,555,7975,20208,5
556,556,7971,20208,4
557,557,7966,20208,3
558,558,7965,20208,5
559,559,7955,20208,4
560,560,7941,20208,2
561,561,7940,20208,5
562,562,7939,20208,4
563,563,7935,20208,3
564,564,7928,20208,5
565,565,7923,20208,5
566,566,7912,20208,4
567,567,7910,20208,4
568,568,7901,20208,4
569,569,7898,20208,5
570,570,7896,20208,4
571,571,7890,20208,4
572,572,7889,20208,5
573,573,7886,20208,2
574,574,7878,20208,4
575,575,7874,20208,4
576,576,7864,20208,5
577,577,7862,20208,5
578,578,7861,20208,5
579,579,7858,20208,3
580,580,7857,20208,3
581,581,7851,20208,3
582,582,7850,20208,1
583,583,7847,20208,4
584,584,7846,20208,4
585,585,7842,20208,4
586,586,7838,20208,4
587,587,7831,20208,3
588,588,7830,20208,4
589,589,7823,20208,3
590,590,7816,20208,4
591,591,7815,20208,4
592,592,7810,20208,3
593,593,7804,20208,4
594,594,7799,20208,5
595,595,7798,20208,4
596,596,7797,20208,4
597,597,7793,20208,3
598,598,7784,20208,3
599,599,7782,20208,3
600,600,7781,20208,3
601,601,7778,20208,5
602,602,7770,20208,4
603,603,7765,20208,4
604,604,7764,20208,4
605,605,7760,20208,3
606,606,7753,20208,4
607,607,7752,20208,3
608,608,7745,20208,4
609,609,7744,20208,3
610,610,7742,20208,3
611,611,7741,20208,5
612,612,7740,20208,4
613,613,7738,20208,4
614,614,7734,20208,4
615,615,7733,20208,3
616,616,7726,20208,3
617,617,7722,20208,4
618,618,7716,20208,3
619,619,7710,20208,4
620,620,7707,20208,4
621,621,7700,20208,4
622,622,7698,20208,4
623,623,7695,20208,2
624,624,7688,20208,5
625,625,7687,20208,4
626,626,7681,20208,4
627,627,7680,20208,4
628,628,7679,20208,4
629,629,7677,20208,4
630,630,7676,20208,3
631,631,7673,20208,4
632,632,7672,20208,4
633,633,7671,20208,4
634,634,7669,20208,5
635,635,7664,20208,5
636,636,7657,20208,3
637,637,7651,20208,5
638,638,7645,20208,4
639,639,7638,20208,4
640,640,7637,20208,4
641,641,7635,20208,4
642,642,7633,20208,4
643,643,7630,20208,2
644,644,7629,20208,3
645,645,7625,20208,3
646,646,7624,20208,3
647,647,7620,20208,5
648,648,7616,20208,3
649,649,7615,20208,5
650,650,7610,20208,3
651,651,7601,20208,2
652,652,7600,20208,4
653,653,7595,20208,3
654,654,7594,20208,5
655,655,7592,20208,3
656,656,7591,20208,4
657,657,7588,20208,3
658,658,7580,20208,4
659,659,7578,20208,4
660,660,7574,20208,5
661,661,7568,20208,3
662,662,7564,20208,3
663,663,7561,20208,5
664,664,7555,20208,3
665,665,7554,20208,5
666,666,7553,20208,4
667,667,7545,20208,4
668,668,7538,20208,2
669,669,7534,20208,5
670,670,7528,20208,3
671,671,7526,20208,3
672,672,7525,20208,3
673,673,7524,20208,3
674,674,7522,20208,4
675,675,7520,20208,4
676,676,7511,20208,4
677,677,7510,20208,3
678,678,7508,20208,4
679,679,7504,20208,4
680,680,7501,20208,4
681,681,7496,20208,4
682,682,7495,20208,5
683,683,7494,20208,3
684,684,7484,20208,4
685,685,7478,20208,4
686,686,7474,20208,4
687,687,7470,20208,3
688,688,7467,20208,5
689,689,7463,20208,5
690,690,7454,20208,4
691,691,7450,20208,3
692,692,7449,20208,2
693,693,7448,20208,3
694,694,7447,20208,1
695,695,7446,20208,3
696,696,7436,20208,5
697,697,7433,20208,3
698,698,7427,20208,5
699,699,7424,20208,4
700,700,7413,20208,3
701,701,7409,20208,3
702,702,7403,20208,3
703,703,7400,20208,5
704,704,7392,20208,4
705,705,7378,20208,5
706,706,7374,20208,4
707,707,7368,20208,3
708,708,7367,20208,4
709,709,7362,20208,3
710,710,7358,20208,4
711,711,7357,20208,4
712,712,7352,20208,2
713,713,7351,20208,1
714,714,7350,20208,3
715,715,7347,20208,3
716,716,7346,20208,4
717,717,7345,20208,4
718,718,7342,20208,4
719,719,7341,20208,4
720,720,7336,20208,4
721,721,7332,20208,4
722,722,7329,20208,5
723,723,7321,20208,4
724,724,7310,20208,4
725,725,7306,20208,3
726,726,7298,20208,5
727,727,7294,20208,4
728,728,7293,20208,4
729,729,7289,20208,3
730,730,7287,20208,4
731,731,7286,20208,3
732,732,7283,20208,5
733,733,7276,20208,5
734,734,7270,20208,4
735,735,7268,20208,4
736,736,7262,20208,4
737,737,7261,20208,4
738,738,7258,20208,2
739,739,7252,20208,4
740,740,7247,20208,4
741,741,7239,20208,4
742,742,7223,20208,4
743,743,7221,20208,4
744,744,7217,20208,5
745,745,7216,20208,4
746,746,7215,20208,4
747,747,7214,20208,2
