,userId,movieId,rating
2045,1992,14363,4
2046,1975,14363,5
2047,1974,14363,3
2048,1973,14363,3
2049,1962,14363,4
2050,1958,14363,2
2051,1956,14363,4
2052,1953,14363,4
2053,1952,14363,2
2054,1949,14363,3
2055,1947,14363,4
2056,1945,14363,3
2057,1940,14363,5
2058,1936,14363,4
2059,1935,14363,4
2060,1932,14363,3
2061,1925,14363,5
2062,1918,14363,4
2063,1917,14363,4
2064,1910,14363,3
2065,1900,14363,4
2066,1892,14363,3
2067,1891,14363,2
2068,1889,14363,5
2069,1881,14363,4
2070,1877,14363,3
2071,1863,14363,4
2072,1855,14363,3
2073,1849,14363,5
2074,1847,14363,4
2075,1841,14363,5
2076,1831,14363,4
2077,1818,14363,3
2078,1814,14363,3
2079,1810,14363,4
2080,1805,14363,4
2081,1804,14363,4
2082,1803,14363,2
2083,1796,14363,5
2084,1792,14363,5
2085,1790,14363,3
2086,1788,14363,4
2087,1787,14363,1
2088,1786,14363,4
2089,1785,14363,4
2090,1782,14363,4
2091,1781,14363,4
2092,1777,14363,2
2093,1770,14363,5
2094,1768,14363,4
2095,1765,14363,4
2096,1762,14363,5
2097,1759,14363,5
2098,1756,14363,5
2099,1755,14363,4
2100,1749,14363,5
2101,1746,14363,4
2102,1744,14363,4
2103,1741,14363,4
2104,1740,14363,3
2105,1733,14363,4
2106,1728,14363,5
2107,1727,14363,3
2108,1723,14363,4
2109,1722,14363,2
2110,1720,14363,4
2111,1714,14363,4
2112,1713,14363,2
2113,1712,14363,4
2114,1709,14363,3
2115,1704,14363,3
2116,1703,14363,5
2117,1702,14363,5
2118,1701,14363,3
2119,1700,14363,3
2120,1697,14363,4
2121,1695,14363,5
2122,1694,14363,4
2123,1689,14363,4
2124,1688,14363,3
2125,1684,14363,1
2126,1679,14363,4
2127,1676,14363,3
2128,1675,14363,1
2129,1671,14363,4
2130,1669,14363,4
2131,1668,14363,5
2132,1667,14363,3
2133,1664,14363,3
2134,1660,14363,4
2135,1657,14363,4
2136,1650,14363,4
2137,1648,14363,4
2138,1641,14363,5
2139,1639,14363,3
2140,1638,14363,4
2141,1633,14363,5
2142,1628,14363,5
2143,1625,14363,5
2144,1624,14363,4
2145,1605,14363,4
2146,1600,14363,4
2147,1599,14363,3
2148,1598,14363,5
2149,1594,14363,5
2150,1591,14363,4
2151,1582,14363,4
2152,1581,14363,5
2153,1577,14363,4
2154,1573,14363,5
2155,1570,14363,5
2156,1564,14363,5
2157,1562,14363,4
2158,1559,14363,3
2159,1556,14363,5
2160,1552,14363,4
2161,1549,14363,5
2162,1548,14363,4
2163,1547,14363,1
2164,1533,14363,5
2165,1526,14363,4
2166,1524,14363,0
2167,1523,14363,4
2168,1520,14363,4
2169,1519,14363,3
2170,1513,14363,4
2171,1511,14363,4
2172,1508,14363,5
2173,1497,14363,3
2174,1488,14363,3
2175,1482,14363,4
2176,1479,14363,3
2177,1477,14363,4
2178,1475,14363,5
2179,1469,14363,4
2180,1468,14363,4
2181,1467,14363,3
2182,1463,14363,4
2183,1462,14363,4
2184,1455,14363,1
2185,1449,14363,4
2186,1446,14363,4
2187,1444,14363,5
2188,1439,14363,3
2189,1438,14363,4
2190,1434,14363,4
2191,1433,14363,5
2192,1425,14363,2
2193,1423,14363,3
2194,1422,14363,5
2195,1421,14363,4
2196,1420,14363,3
2197,1405,14363,3
2198,1402,14363,4
2199,1396,14363,4
2200,1391,14363,5
2201,1389,14363,1
2202,1382,14363,4
2203,1379,14363,4
2204,1375,14363,3
2205,1366,14363,5
2206,1351,14363,5
2207,1348,14363,5
2208,1343,14363,4
2209,1342,14363,4
2210,1340,14363,5
2211,1336,14363,3
2212,1334,14363,4
2213,1322,14363,3
2214,1321,14363,5
2215,1320,14363,3
2216,1313,14363,3
2217,1309,14363,2
2218,1306,14363,5
2219,1303,14363,4
2220,1302,14363,2
2221,1300,14363,4
2222,1299,14363,5
2223,1297,14363,4
2224,1289,14363,4
2225,1288,14363,2
2226,1284,14363,5
2227,1281,14363,4
2228,1272,14363,0
2229,1259,14363,3
2230,1252,14363,5
2231,1244,14363,4
2232,1243,14363,5
2233,1242,14363,5
2234,1240,14363,5
2235,1231,14363,3
2236,1230,14363,4
2237,1229,14363,4
2238,1226,14363,4
2239,1225,14363,1
2240,1224,14363,5
2241,1214,14363,5
2242,1212,14363,4
2243,1209,14363,4
2244,1207,14363,3
2245,1206,14363,5
2246,1195,14363,4
2247,1193,14363,4
2248,1173,14363,5
2249,1170,14363,5
2250,1169,14363,2
2251,1166,14363,3
2252,1164,14363,5
2253,1161,14363,3
2254,1159,14363,5
2255,1152,14363,2
2256,1145,14363,3
2257,1143,14363,4
2258,1142,14363,4
2259,1136,14363,5
2260,1134,14363,4
2261,1127,14363,3
2262,1110,14363,5
2263,1102,14363,5
2264,1086,14363,2
2265,1081,14363,4
2266,1080,14363,3
2267,1079,14363,4
2268,1073,14363,3
2269,1070,14363,1
2270,1069,14363,3
2271,1067,14363,3
2272,1066,14363,5
2273,1064,14363,5
2274,1062,14363,3
2275,1058,14363,5
2276,1048,14363,3
2277,1043,14363,5
2278,1035,14363,4
2279,1029,14363,4
2280,1028,14363,4
2281,1025,14363,4
2282,1024,14363,3
2283,1023,14363,3
2284,1022,14363,1
2285,1012,14363,4
2286,1011,14363,4
2287,1010,14363,3
2288,1009,14363,4
2289,1006,14363,4
2290,1004,14363,4
2291,1002,14363,4
2292,999,14363,4
2293,995,14363,4
2294,994,14363,3
2295,993,14363,4
2296,992,14363,3
2297,991,14363,1
2298,986,14363,2
2299,975,14363,1
2300,966,14363,2
2301,963,14363,4
2302,961,14363,5
2303,960,14363,4
2304,955,14363,5
2305,953,14363,3
2306,941,14363,3
2307,940,14363,3
2308,939,14363,4
2309,930,14363,4
2310,927,14363,5
2311,915,14363,5
2312,913,14363,4
2313,907,14363,4
2314,904,14363,5
2315,897,14363,4
2316,896,14363,5
2317,893,14363,3
2318,887,14363,4
2319,884,14363,3
2320,870,14363,5
2321,863,14363,3
2322,862,14363,4
2323,859,14363,5
2324,857,14363,4
2325,855,14363,4
2326,853,14363,5
2327,851,14363,3
2328,844,14363,4
2329,841,14363,4
2330,837,14363,2
2331,830,14363,4
2332,825,14363,0
2333,822,14363,2
2334,821,14363,4
2335,817,14363,3
2336,812,14363,5
2337,811,14363,3
2338,804,14363,3
2339,802,14363,2
2340,797,14363,3
2341,794,14363,5
2342,791,14363,4
2343,789,14363,4
2344,786,14363,4
2345,779,14363,4
2346,778,14363,4
2347,773,14363,3
2348,768,14363,4
2349,766,14363,5
2350,759,14363,3
2351,757,14363,4
2352,756,14363,4
2353,748,14363,3
2354,737,14363,5
2355,733,14363,4
2356,730,14363,4
2357,728,14363,5
2358,722,14363,3
2359,715,14363,4
2360,711,14363,3
2361,705,14363,2
2362,703,14363,1
2363,702,14363,3
2364,701,14363,3
2365,700,14363,4
2366,697,14363,4
2367,692,14363,4
2368,686,14363,4
2369,685,14363,5
2370,680,14363,5
2371,675,14363,4
2372,673,14363,3
2373,671,14363,4
2374,670,14363,5
2375,664,14363,4
2376,662,14363,5
2377,661,14363,2
2378,660,14363,2
2379,659,14363,2
2380,653,14363,3
2381,649,14363,3
2382,643,14363,4
2383,633,14363,4
2384,623,14363,3
2385,618,14363,4
2386,616,14363,4
2387,613,14363,4
2388,611,14363,3
2389,598,14363,4
2390,591,14363,4
2391,588,14363,4
2392,585,14363,1
2393,576,14363,5
2394,572,14363,4
2395,564,14363,3
2396,563,14363,5
2397,560,14363,4
2398,554,14363,5
2399,552,14363,5
2400,548,14363,3
2401,547,14363,3
2402,542,14363,3
2403,538,14363,5
2404,532,14363,5
2405,529,14363,3
2406,526,14363,5
2407,523,14363,4
2408,513,14363,5
2409,512,14363,3
2410,511,14363,5
2411,507,14363,3
2412,504,14363,5
2413,503,14363,4
2414,499,14363,4
2415,496,14363,3
2416,495,14363,4
2417,483,14363,3
2418,482,14363,3
2419,478,14363,1
2420,463,14363,4
2421,457,14363,4
2422,452,14363,4
2423,450,14363,4
2424,447,14363,3
2425,443,14363,4
2426,435,14363,5
2427,434,14363,4
2428,428,14363,4
2429,424,14363,3
2430,420,14363,3
2431,419,14363,5
2432,413,14363,4
2433,407,14363,4
2434,406,14363,5
2435,401,14363,5
2436,393,14363,1
2437,383,14363,5
2438,382,14363,4
2439,374,14363,5
2440,370,14363,4
2441,367,14363,4
2442,366,14363,4
2443,363,14363,5
2444,359,14363,5
2445,352,14363,4
2446,350,14363,3
2447,340,14363,4
2448,339,14363,3
2449,323,14363,4
2450,317,14363,5
2451,314,14363,4
2452,305,14363,3
2453,302,14363,4
2454,300,14363,4
2455,295,14363,3
2456,288,14363,4
2457,286,14363,4
2458,284,14363,3
2459,268,14363,5
2460,267,14363,4
2461,266,14363,4
2462,260,14363,5
2463,248,14363,4
2464,245,14363,4
2465,241,14363,4
2466,239,14363,3
2467,237,14363,4
2468,234,14363,3
2469,233,14363,4
2470,232,14363,2
2471,231,14363,5
2472,225,14363,4
2473,219,14363,4
2474,216,14363,4
2475,213,14363,4
2476,212,14363,2
2477,210,14363,4
2478,205,14363,1
2479,202,14363,4
2480,199,14363,5
2481,196,14363,5
2482,189,14363,4
2483,186,14363,4
2484,184,14363,4
2485,180,14363,3
2486,179,14363,3
2487,175,14363,5
2488,174,14363,4
2489,172,14363,3
2490,169,14363,5
2491,165,14363,5
2492,162,14363,4
2493,160,14363,4
2494,156,14363,4
2495,150,14363,5
2496,146,14363,4
2497,142,14363,3
2498,131,14363,4
2499,128,14363,4
2500,126,14363,3
2501,117,14363,4
2502,110,14363,3
2503,102,14363,4
2504,88,14363,4
2505,86,14363,3
2506,82,14363,4
2507,75,14363,4
2508,67,14363,4
2509,65,14363,3
2510,48,14363,2
2511,41,14363,5
2512,38,14363,5
2513,27,14363,4
2514,20,14363,3
2515,17,14363,4
2516,16,14363,5
2517,12,14363,5
2518,10,14363,5
2519,9,14363,5
2520,7,14363,3
2521,3,14363,3
3319,1969,14362,3
3320,1947,14362,5
3321,1923,14362,3
3322,1900,14362,4
3323,1892,14362,3
3324,1887,14362,3
3325,1857,14362,2
3326,1856,14362,2
3327,1855,14362,1
3328,1847,14362,2
3329,1833,14362,2
3330,1830,14362,4
3331,1805,14362,3
3332,1788,14362,3
3333,1786,14362,4
3334,1768,14362,2
3335,1765,14362,3
3336,1746,14362,4
3337,1740,14362,2
3338,1733,14362,3
3339,1728,14362,3
3340,1723,14362,4
3341,1722,14362,2
3342,1720,14362,4
3343,1712,14362,3
3344,1697,14362,2
3345,1694,14362,4
3346,1689,14362,3
3347,1684,14362,1
3348,1675,14362,2
3349,1674,14362,3
3350,1671,14362,5
3351,1669,14362,3
3352,1660,14362,4
3353,1633,14362,4
3354,1628,14362,5
3355,1627,14362,3
3356,1600,14362,4
3357,1581,14362,4
3358,1555,14362,3
3359,1549,14362,4
3360,1538,14362,0
3361,1536,14362,4
3362,1524,14362,1
3363,1508,14362,4
3364,1507,14362,2
3365,1482,14362,3
3366,1479,14362,0
3367,1475,14362,2
3368,1455,14362,3
3369,1392,14362,3
3370,1387,14362,3
3371,1379,14362,4
3372,1370,14362,3
3373,1364,14362,3
3374,1358,14362,3
3375,1353,14362,4
3376,1351,14362,4
3377,1342,14362,4
3378,1336,14362,4
3379,1334,14362,3
3380,1323,14362,1
3381,1322,14362,4
3382,1309,14362,2
3383,1299,14362,4
3384,1281,14362,3
3385,1272,14362,4
3386,1242,14362,3
3387,1241,14362,1
3388,1240,14362,3
3389,1225,14362,3
3390,1209,14362,3
3391,1133,14362,3
3392,1127,14362,2
3393,1117,14362,5
3394,1093,14362,2
3395,1088,14362,2
3396,1078,14362,3
3397,1077,14362,4
3398,1069,14362,3
3399,1048,14362,3
3400,1038,14362,3
3401,1035,14362,3
3402,1029,14362,3
3403,1027,14362,4
3404,1024,14362,3
3405,1014,14362,3
3406,1011,14362,4
3407,999,14362,2
3408,995,14362,3
3409,994,14362,2
3410,992,14362,0
3411,989,14362,4
3412,975,14362,3
3413,961,14362,2
3414,941,14362,2
3415,940,14362,4
3416,939,14362,3
3417,927,14362,2
3418,907,14362,2
3419,897,14362,4
3420,894,14362,2
3421,893,14362,3
3422,892,14362,2
3423,862,14362,3
3424,854,14362,3
3425,830,14362,3
3426,822,14362,2
3427,821,14362,3
3428,806,14362,3
3429,804,14362,4
3430,802,14362,0
3431,789,14362,5
3432,778,14362,2
3433,756,14362,2
3434,738,14362,4
3435,733,14362,5
3436,728,14362,3
3437,722,14362,4
3438,710,14362,1
3439,697,14362,3
3440,685,14362,3
3441,680,14362,3
3442,664,14362,3
3443,662,14362,4
3444,660,14362,1
3445,659,14362,2
3446,651,14362,4
3447,650,14362,5
3448,631,14362,3
3449,613,14362,4
3450,611,14362,3
3451,603,14362,4
3452,581,14362,1
3453,563,14362,4
3454,556,14362,5
3455,538,14362,3
3456,526,14362,5
3457,523,14362,3
3458,513,14362,4
3459,511,14362,4
3460,499,14362,4
3461,471,14362,4
3462,469,14362,4
3463,467,14362,3
3464,454,14362,2
3465,452,14362,3
3466,437,14362,3
3467,424,14362,4
3468,419,14362,5
3469,407,14362,4
